order_date,category,cat_revenue,unique_buyers,whale_interactions,newbie_interactions,loyal_interactions
2015-03-11,Casual,96565.98,5,0,5,0
2015-03-11,GenZ,89838.76999999999,9,0,9,0
2015-03-11,Outdoor,1345211.41,87,0,118,0
2015-03-11,Streetwear,4566404.64,136,0,137,0
2015-03-12,Casual,51986.54,5,0,5,0
2015-03-12,GenZ,85064.07,7,0,7,0
2015-03-12,Outdoor,1178113.26,73,0,106,0
2015-03-12,Streetwear,3554606.85,98,0,98,0
2015-03-13,Casual,194460.75,8,0,8,0
2015-03-13,GenZ,26567.32,6,0,6,0
2015-03-13,Outdoor,708171.25,55,0,66,0
2015-03-13,Streetwear,2545770.57,66,0,66,0
2015-03-14,Casual,77439.87,4,0,4,0
2015-03-14,GenZ,16171.33,3,0,3,0
2015-03-14,Outdoor,768445.78,59,0,75,0
2015-03-14,Streetwear,3849227.44,105,0,105,0
2015-03-15,Casual,47995.94,3,0,3,0
2015-03-15,GenZ,88533.51,9,0,9,0
2015-03-15,Outdoor,966073.65,69,0,92,0
2015-03-15,Streetwear,3938132.65,116,0,118,0
2015-03-16,Casual,78968.22,4,0,4,0
2015-03-16,GenZ,113787.92,9,0,9,0
2015-03-16,Outdoor,1046459.81,74,0,106,0
2015-03-16,Streetwear,4363663.75,125,0,126,0
2015-03-17,Casual,9617.57,1,0,1,0
2015-03-17,GenZ,92545.33,9,0,9,0
2015-03-17,Outdoor,1306795.15,95,0,130,0
2015-03-17,Streetwear,4283283.69,133,0,135,0
2015-03-18,Casual,80369.48999999999,7,0,7,0
2015-03-18,GenZ,93467.44,10,0,10,0
2015-03-18,Outdoor,1106088.73,89,0,114,0
2015-03-18,Streetwear,5513869.0600000005,170,0,172,0
2015-03-19,Casual,121607.05,5,0,5,0
2015-03-19,GenZ,101877.93000000001,11,0,11,0
2015-03-19,Outdoor,956185.26,80,0,98,0
2015-03-19,Streetwear,4832710.82,141,0,143,0
2015-03-20,Casual,34081.92,2,0,2,0
2015-03-20,GenZ,26376.27,6,0,6,0
2015-03-20,Outdoor,1150366.07,81,0,108,0
2015-03-20,Streetwear,3677091.7,119,0,120,0
2015-03-21,Casual,61625.619999999995,7,0,7,0
2015-03-21,GenZ,36230.56,7,0,7,0
2015-03-21,Outdoor,969936.01,65,0,86,0
2015-03-21,Streetwear,3498478.52,120,0,120,0
2015-03-22,Casual,151996.85,6,0,6,0
2015-03-22,GenZ,33450.21,5,0,5,0
2015-03-22,Outdoor,891016.53,72,0,97,0
2015-03-22,Streetwear,4194568.41,139,0,140,0
2015-03-23,Casual,123885.58,5,0,5,0
2015-03-23,GenZ,40028.96,9,0,9,0
2015-03-23,Outdoor,948130.9400000001,81,0,107,0
2015-03-23,Streetwear,4060578.5,129,0,131,0
2015-03-24,Casual,59543.509999999995,5,0,5,0
2015-03-24,GenZ,120617.56,13,0,13,0
2015-03-24,Outdoor,1153967.42,97,0,125,0
2015-03-24,Streetwear,4853590.34,163,0,166,0
2015-03-25,Casual,121576.75,8,0,8,0
2015-03-25,GenZ,157877.7,15,0,15,0
2015-03-25,Outdoor,1286581.51,108,0,140,0
2015-03-25,Streetwear,5197413.99,185,0,187,0
2015-03-26,Casual,40367.350000000006,4,0,4,0
2015-03-26,GenZ,77204.85,9,0,9,0
2015-03-26,Outdoor,1522620.06,119,0,155,0
2015-03-26,Streetwear,5343599.21,176,0,177,0
2015-03-27,Casual,184444.35,6,0,6,0
2015-03-27,GenZ,121602.56,12,0,12,0
2015-03-27,Outdoor,1043232.7,87,0,116,0
2015-03-27,Streetwear,3658611.66,125,0,125,0
2015-03-28,Casual,77187.4,4,0,5,0
2015-03-28,GenZ,80602.95999999999,11,0,11,0
2015-03-28,Outdoor,1319676.49,92,0,120,0
2015-03-28,Streetwear,4464530.37,147,0,149,0
2015-03-29,Casual,141384.28,10,0,10,0
2015-03-29,GenZ,67803.81,10,0,10,0
2015-03-29,Outdoor,1144250.66,97,0,122,0
2015-03-29,Streetwear,4734461.95,153,0,156,0
2015-03-30,Casual,339423.91,16,0,17,0
2015-03-30,GenZ,104745.55,15,0,15,0
2015-03-30,Outdoor,2652679.7600000002,219,0,293,0
2015-03-30,Streetwear,11154504.82,367,0,373,0
2015-03-31,Casual,345265.85,24,0,25,0
2015-03-31,GenZ,205636.38,24,0,24,0
2015-03-31,Outdoor,2650634.1,197,0,270,0
2015-03-31,Streetwear,11612429.01,380,0,390,0
2015-04-01,Casual,309541.59,17,0,18,0
2015-04-01,GenZ,211432.85,20,0,21,0
2015-04-01,Outdoor,2693045.09,226,0,314,0
2015-04-01,Streetwear,10483860.35,365,0,379,0
2015-04-02,Casual,126717.92,10,0,10,0
2015-04-02,GenZ,186360.74,26,0,26,0
2015-04-02,Outdoor,2018997.06,164,0,212,0
2015-04-02,Streetwear,9306511.69,302,0,314,0
2015-04-03,Casual,343966.39,17,0,18,0
2015-04-03,GenZ,233601.53,19,0,19,0
2015-04-03,Outdoor,1800772.79,147,0,198,0
2015-04-03,Streetwear,7861624.33,271,0,279,0
2015-04-04,Casual,22123.32,1,0,1,0
2015-04-04,GenZ,94216.28,8,0,8,0
2015-04-04,Outdoor,438963.69,38,0,48,0
2015-04-04,Streetwear,3659111.22,101,0,103,0
2015-04-05,Casual,44445.75,3,0,3,0
2015-04-05,GenZ,140858.54,10,0,10,0
2015-04-05,Outdoor,738361.53,56,0,75,0
2015-04-05,Streetwear,3625567.66,119,0,119,0
2015-04-06,Casual,22201.44,3,0,3,0
2015-04-06,GenZ,75223.44,9,0,9,0
2015-04-06,Outdoor,813494.3,62,0,87,0
2015-04-06,Streetwear,5036432.67,151,0,155,0
2015-04-07,Casual,88049.05,7,0,7,0
2015-04-07,GenZ,48963.14,7,0,7,0
2015-04-07,Outdoor,875160.89,69,0,90,0
2015-04-07,Streetwear,5957598.05,188,0,190,0
2015-04-08,Casual,81887.82,6,0,6,0
2015-04-08,GenZ,72352.26,8,0,9,0
2015-04-08,Outdoor,957193.3099999999,71,0,91,0
2015-04-08,Streetwear,5812134.69,180,0,181,0
2015-04-09,Casual,40598.08,2,0,2,0
2015-04-09,GenZ,69866.51,4,0,4,0
2015-04-09,Outdoor,755085.8,59,0,74,0
2015-04-09,Streetwear,4469384.38,144,0,144,0
2015-04-10,Casual,232754.31999999998,10,0,10,0
2015-04-10,GenZ,50683.85,7,0,7,0
2015-04-10,Outdoor,734520.9,66,0,85,0
2015-04-10,Streetwear,4268382.83,151,0,157,0
2015-04-11,Casual,54369.46,7,0,7,0
2015-04-11,GenZ,160888.41999999998,23,0,23,0
2015-04-11,Outdoor,1010582.78,76,0,99,0
2015-04-11,Streetwear,5997671.57,196,0,198,0
2015-04-12,Casual,81573.25,5,0,5,0
2015-04-12,GenZ,76949.31,8,0,8,0
2015-04-12,Outdoor,1071168.92,85,0,112,0
2015-04-12,Streetwear,5711451.99,193,0,196,0
2015-04-13,Casual,170554.55,12,0,12,0
2015-04-13,GenZ,123983.47,18,0,18,0
2015-04-13,Outdoor,991046.65,69,0,94,0
2015-04-13,Streetwear,6723265.93,234,0,236,0
2015-04-14,Casual,276334.68,19,0,19,0
2015-04-14,GenZ,201696.35,19,0,19,0
2015-04-14,Outdoor,1928237.69,146,0,206,0
2015-04-14,Streetwear,7358697.77,260,0,262,0
2015-04-15,Casual,171100.53,11,0,11,0
2015-04-15,GenZ,62992.689999999995,10,0,10,0
2015-04-15,Outdoor,1232910.65,89,0,122,0
2015-04-15,Streetwear,6997237.58,230,0,233,0
2015-04-16,Casual,70920.64,6,0,6,0
2015-04-16,GenZ,119863.05,15,0,15,0
2015-04-16,Outdoor,963356.15,80,0,110,0
2015-04-16,Streetwear,4871345.93,164,0,164,0
2015-04-17,Casual,140678.32,6,0,6,0
2015-04-17,GenZ,164300.34,13,0,13,0
2015-04-17,Outdoor,949192.36,68,0,88,0
2015-04-17,Streetwear,5227322.11,167,0,168,0
2015-04-18,Casual,51430.85,4,0,4,0
2015-04-18,GenZ,164851.67,13,0,13,0
2015-04-18,Outdoor,747543.55,53,0,70,0
2015-04-18,Streetwear,6468901.0,189,0,195,0
2015-04-19,Casual,168484.44999999998,12,0,12,0
2015-04-19,GenZ,134366.87,14,0,14,0
2015-04-19,Outdoor,602426.9,55,0,71,0
2015-04-19,Streetwear,5948790.95,182,0,184,0
2015-04-20,Casual,240600.37,14,0,15,0
2015-04-20,GenZ,276752.36,24,0,24,0
2015-04-20,Outdoor,1129945.24,86,0,110,0
2015-04-20,Streetwear,7295575.25,227,0,234,0
2015-04-21,Casual,192216.11000000002,11,0,11,0
2015-04-21,GenZ,184689.45,20,0,20,0
2015-04-21,Outdoor,1297031.06,103,0,140,0
2015-04-21,Streetwear,9572618.18,291,0,296,0
2015-04-22,Casual,143947.8,12,0,12,0
2015-04-22,GenZ,183472.76,21,0,21,0
2015-04-22,Outdoor,1142816.05,87,0,112,0
2015-04-22,Streetwear,7629649.53,250,0,250,0
2015-04-23,Casual,108304.84,7,0,7,0
2015-04-23,GenZ,97135.39,12,0,12,0
2015-04-23,Outdoor,902075.87,65,0,87,0
2015-04-23,Streetwear,6441478.75,206,0,209,0
2015-04-24,Casual,198022.15000000002,9,0,9,0
2015-04-24,GenZ,199318.80000000002,17,0,17,0
2015-04-24,Outdoor,917340.04,72,0,95,0
2015-04-24,Streetwear,5263819.69,182,0,189,0
2015-04-25,Casual,67891.25,6,0,6,0
2015-04-25,GenZ,201225.77000000002,21,0,21,0
2015-04-25,Outdoor,1227493.53,93,0,127,0
2015-04-25,Streetwear,8485207.26,261,0,264,0
2015-04-26,Casual,188078.26,10,0,10,0
2015-04-26,GenZ,125012.66,14,0,14,0
2015-04-26,Outdoor,1082464.71,98,0,129,0
2015-04-26,Streetwear,7090701.79,229,0,231,0
2015-04-27,Casual,177163.49,11,0,11,0
2015-04-27,GenZ,252935.75,18,0,18,0
2015-04-27,Outdoor,1795153.63,126,0,167,0
2015-04-27,Streetwear,9008275.77,275,0,280,0
2015-04-28,Casual,210718.22,12,0,12,0
2015-04-28,GenZ,162871.05000000002,19,0,19,0
2015-04-28,Outdoor,2013652.58,152,0,200,0
2015-04-28,Streetwear,11984283.16,375,0,382,0
2015-04-29,Casual,352537.42,20,0,20,0
2015-04-29,GenZ,381268.71,41,0,42,0
2015-04-29,Outdoor,2559832.82,186,0,243,0
2015-04-29,Streetwear,12001179.27,383,0,394,0
2015-04-30,Casual,449855.88,20,0,20,0
2015-04-30,GenZ,211008.81,22,0,22,0
2015-04-30,Outdoor,2517667.1,164,0,234,0
2015-04-30,Streetwear,11732598.85,338,0,350,0
2015-05-01,Casual,176983.03,11,0,11,0
2015-05-01,GenZ,281212.67,27,0,28,0
2015-05-01,Outdoor,1950991.33,144,0,196,0
2015-05-01,Streetwear,9053030.26,288,0,295,0
2015-05-02,Casual,183818.11,10,0,10,0
2015-05-02,GenZ,246453.65,21,0,21,0
2015-05-02,Outdoor,1210043.02,102,0,127,0
2015-05-02,Streetwear,7311099.91,231,0,232,0
2015-05-03,Casual,347583.54,16,0,16,0
2015-05-03,GenZ,186164.71,17,0,17,0
2015-05-03,Outdoor,1242531.61,85,0,117,0
2015-05-03,Streetwear,6126069.99,197,0,200,0
2015-05-04,Casual,99893.76999999999,6,0,6,0
2015-05-04,GenZ,35855.68,5,0,5,0
2015-05-04,Outdoor,353834.69,24,0,32,0
2015-05-04,Streetwear,3574048.05,96,0,97,0
2015-05-05,Casual,203974.25,10,0,10,0
2015-05-05,GenZ,35358.97,6,0,6,0
2015-05-05,Outdoor,427623.77,39,0,47,0
2015-05-05,Streetwear,4326401.49,122,0,122,0
2015-05-06,Casual,95710.35,6,0,6,0
2015-05-06,GenZ,56466.61,4,0,4,0
2015-05-06,Outdoor,890065.7999999999,59,0,74,0
2015-05-06,Streetwear,4869914.26,133,0,133,0
2015-05-07,Casual,57174.59,3,0,3,0
2015-05-07,GenZ,108586.18,10,0,10,0
2015-05-07,Outdoor,574648.35,43,0,55,0
2015-05-07,Streetwear,5677136.01,156,0,157,0
2015-05-08,Casual,24515.05,1,0,1,0
2015-05-08,GenZ,44492.69,4,0,4,0
2015-05-08,Outdoor,610316.87,45,0,60,0
2015-05-08,Streetwear,3974842.92,121,0,121,0
2015-05-09,GenZ,120575.65,12,0,12,0
2015-05-09,Outdoor,384092.76,31,0,46,0
2015-05-09,Streetwear,3673975.16,117,0,118,0
2015-05-10,Casual,101102.53,5,0,5,0
2015-05-10,GenZ,144862.95,15,0,15,0
2015-05-10,Outdoor,596064.15,60,0,74,0
2015-05-10,Streetwear,4293717.43,132,0,137,0
2015-05-11,Casual,65017.3,4,0,4,0
2015-05-11,GenZ,95325.07,13,0,13,0
2015-05-11,Outdoor,788920.92,54,0,81,0
2015-05-11,Streetwear,5790860.91,170,0,170,0
2015-05-12,Casual,87071.81999999999,5,0,5,0
2015-05-12,GenZ,118196.4,13,0,13,0
2015-05-12,Outdoor,1077267.64,78,0,113,0
2015-05-12,Streetwear,5594561.97,170,0,172,0
2015-05-13,Casual,137590.51,10,0,10,0
2015-05-13,GenZ,113001.03,12,0,12,0
2015-05-13,Outdoor,906207.02,82,0,106,0
2015-05-13,Streetwear,7315431.71,211,0,214,0
2015-05-14,Casual,154436.93,7,0,7,0
2015-05-14,GenZ,60788.45,10,0,11,0
2015-05-14,Outdoor,1356226.89,86,0,112,0
2015-05-14,Streetwear,6801709.46,205,0,210,0
2015-05-15,Casual,169984.81,9,0,9,0
2015-05-15,GenZ,141351.82,19,0,19,0
2015-05-15,Outdoor,870996.27,62,0,81,0
2015-05-15,Streetwear,5271770.1,158,0,162,0
2015-05-16,Casual,71656.57,4,0,4,0
2015-05-16,GenZ,239163.56,23,0,23,0
2015-05-16,Outdoor,981816.51,75,0,99,0
2015-05-16,Streetwear,5116367.2,145,0,147,0
2015-05-17,Casual,101001.38,7,0,7,0
2015-05-17,GenZ,129703.08,14,0,14,0
2015-05-17,Outdoor,1016125.24,73,0,99,0
2015-05-17,Streetwear,5346677.64,161,0,164,0
2015-05-18,Casual,139969.90000000002,6,0,6,0
2015-05-18,GenZ,88332.39,14,0,14,0
2015-05-18,Outdoor,1217633.33,88,0,113,0
2015-05-18,Streetwear,5603377.06,180,0,182,0
2015-05-19,Casual,200544.46000000002,10,0,10,0
2015-05-19,GenZ,131950.55,13,0,13,0
2015-05-19,Outdoor,1051483.68,87,0,113,0
2015-05-19,Streetwear,6783406.58,226,0,230,0
2015-05-20,Casual,200599.41,10,0,10,0
2015-05-20,GenZ,265525.79,22,0,22,0
2015-05-20,Outdoor,1720794.8599999999,127,0,169,0
2015-05-20,Streetwear,8699527.05,271,0,274,0
2015-05-21,Casual,128539.13,7,0,7,0
2015-05-21,GenZ,204999.35,24,0,24,0
2015-05-21,Outdoor,1291068.8,92,0,125,0
2015-05-21,Streetwear,7960742.06,233,0,235,0
2015-05-22,Casual,55484.57,5,0,5,0
2015-05-22,GenZ,109415.76,15,0,15,0
2015-05-22,Outdoor,1007108.3200000001,77,0,99,0
2015-05-22,Streetwear,5677840.9,175,0,177,0
2015-05-23,Casual,221948.84,12,0,12,0
2015-05-23,GenZ,128009.81000000001,19,0,19,0
2015-05-23,Outdoor,845016.04,71,0,92,0
2015-05-23,Streetwear,4574753.42,143,0,145,0
2015-05-24,Casual,138421.28,7,0,7,0
2015-05-24,GenZ,123744.23,14,0,14,0
2015-05-24,Outdoor,771918.34,61,0,79,0
2015-05-24,Streetwear,6725203.02,204,0,209,0
2015-05-25,Casual,121293.22,7,0,7,0
2015-05-25,GenZ,98168.87,11,0,11,0
2015-05-25,Outdoor,677314.4,58,0,75,0
2015-05-25,Streetwear,5752135.13,179,0,184,0
2015-05-26,Casual,198286.45,6,0,6,0
2015-05-26,GenZ,143890.38,15,0,15,0
2015-05-26,Outdoor,790859.98,75,0,98,0
2015-05-26,Streetwear,6117030.26,191,0,194,0
2015-05-27,Casual,183512.15,11,0,11,0
2015-05-27,GenZ,219315.91999999998,21,0,21,0
2015-05-27,Outdoor,1397555.28,115,0,145,0
2015-05-27,Streetwear,9463885.76,276,0,281,0
2015-05-28,Casual,181952.95,5,0,5,0
2015-05-28,GenZ,235686.32,23,0,23,0
2015-05-28,Outdoor,1510833.44,110,0,145,0
2015-05-28,Streetwear,8957968.05,251,0,255,0
2015-05-29,Casual,108268.24,3,0,3,0
2015-05-29,GenZ,97745.2,12,0,12,0
2015-05-29,Outdoor,881595.16,83,0,112,0
2015-05-29,Streetwear,6355791.7299999995,202,0,202,0
2015-05-30,Casual,265686.81,15,0,15,0
2015-05-30,GenZ,136423.66999999998,21,0,21,0
2015-05-30,Outdoor,2833954.86,203,0,267,0
2015-05-30,Streetwear,11150388.93,344,0,350,0
2015-05-31,Casual,335230.92,18,0,20,0
2015-05-31,GenZ,285371.35,23,0,23,0
2015-05-31,Outdoor,2298574.39,176,0,229,0
2015-05-31,Streetwear,9928146.44,313,0,326,0
2015-06-01,Casual,208138.41,9,0,10,0
2015-06-01,GenZ,213323.28,20,0,20,0
2015-06-01,Outdoor,2213515.93,170,0,228,0
2015-06-01,Streetwear,10072422.94,289,0,299,0
2015-06-02,Casual,248777.89,9,0,9,0
2015-06-02,GenZ,193921.0,19,0,19,0
2015-06-02,Outdoor,1511405.04,142,0,194,0
2015-06-02,Streetwear,8416166.29,272,0,280,0
2015-06-03,Casual,313978.37,12,0,12,0
2015-06-03,GenZ,121912.33,18,0,18,0
2015-06-03,Outdoor,2205471.64,146,0,207,0
2015-06-03,Streetwear,10274537.48,322,0,330,0
2015-06-04,Casual,50631.13,4,0,4,0
2015-06-04,GenZ,78460.08,5,0,5,0
2015-06-04,Outdoor,320045.71,29,0,40,0
2015-06-04,Streetwear,3940234.38,104,0,106,0
2015-06-05,Casual,63814.399999999994,5,0,5,0
2015-06-05,GenZ,64248.71000000001,6,0,6,0
2015-06-05,Outdoor,463109.72,43,0,56,0
2015-06-05,Streetwear,4098242.35,104,0,106,0
2015-06-06,Casual,161141.62,8,0,8,0
2015-06-06,GenZ,45896.3,6,0,6,0
2015-06-06,Outdoor,433838.76,38,0,50,0
2015-06-06,Streetwear,3863668.63,100,0,102,0
2015-06-07,Casual,43765.78,3,0,3,0
2015-06-07,GenZ,93147.35,9,0,9,0
2015-06-07,Outdoor,621180.4400000001,45,0,58,0
2015-06-07,Streetwear,3979383.92,106,0,107,0
2015-06-08,Casual,117849.74,6,0,6,0
2015-06-08,GenZ,103785.29000000001,11,0,11,0
2015-06-08,Outdoor,718473.0599999999,45,0,66,0
2015-06-08,Streetwear,5057869.03,137,0,138,0
2015-06-09,Casual,207225.16,9,0,9,0
2015-06-09,GenZ,151429.79,13,0,13,0
2015-06-09,Outdoor,761382.39,65,0,81,0
2015-06-09,Streetwear,6029111.04,175,0,176,0
2015-06-10,Casual,155826.26,9,0,9,0
2015-06-10,GenZ,167289.18,14,0,14,0
2015-06-10,Outdoor,730826.54,57,0,75,0
2015-06-10,Streetwear,5979480.27,166,0,170,0
2015-06-11,Casual,3980.76,1,0,1,0
2015-06-11,GenZ,61798.5,8,0,8,0
2015-06-11,Outdoor,588981.55,47,0,66,0
2015-06-11,Streetwear,4519324.7700000005,121,0,121,0
2015-06-12,Casual,136259.17,7,0,7,0
2015-06-12,GenZ,76208.19,11,0,11,0
2015-06-12,Outdoor,895861.33,58,0,85,0
2015-06-12,Streetwear,5242737.43,143,0,145,0
2015-06-13,Casual,91467.25,4,0,4,0
2015-06-13,GenZ,103123.76,11,0,11,0
2015-06-13,Outdoor,592644.02,56,0,78,0
2015-06-13,Streetwear,4300688.94,135,0,136,0
2015-06-14,Casual,106882.32,5,0,5,0
2015-06-14,GenZ,111730.82,11,0,11,0
2015-06-14,Outdoor,661066.56,59,0,76,0
2015-06-14,Streetwear,6378101.55,166,0,168,0
2015-06-15,Casual,125951.71,5,0,5,0
2015-06-15,GenZ,177136.17,10,0,10,0
2015-06-15,Outdoor,1088783.04,84,0,116,0
2015-06-15,Streetwear,5793910.78,170,0,171,0
2015-06-16,Casual,140035.67,12,0,12,0
2015-06-16,GenZ,137267.13,13,0,13,0
2015-06-16,Outdoor,1098531.56,84,0,115,0
2015-06-16,Streetwear,6528854.13,202,0,203,0
2015-06-17,Casual,126507.62,5,0,5,0
2015-06-17,GenZ,112221.11,11,0,11,0
2015-06-17,Outdoor,1071048.46,89,0,127,0
2015-06-17,Streetwear,7166471.81,196,0,202,0
2015-06-18,Casual,78559.6,4,0,4,0
2015-06-18,GenZ,103421.88,10,0,10,0
2015-06-18,Outdoor,811161.14,67,0,94,0
2015-06-18,Streetwear,5568334.1,142,0,143,0
2015-06-19,Casual,129395.01999999999,7,0,7,0
2015-06-19,GenZ,120528.28,12,0,12,0
2015-06-19,Outdoor,638112.01,54,0,73,0
2015-06-19,Streetwear,4412905.06,130,0,131,0
2015-06-20,Casual,118883.45999999999,3,0,3,0
2015-06-20,GenZ,91441.63,8,0,8,0
2015-06-20,Outdoor,733286.04,56,0,71,0
2015-06-20,Streetwear,4766018.88,151,0,152,0
2015-06-21,Casual,47599.51,3,0,3,0
2015-06-21,GenZ,116477.72,14,0,14,0
2015-06-21,Outdoor,747697.35,64,0,88,0
2015-06-21,Streetwear,4843663.01,146,0,146,0
2015-06-22,Casual,81485.82,5,0,5,0
2015-06-22,GenZ,97988.06,11,0,11,0
2015-06-22,Outdoor,878575.3099999999,63,0,77,0
2015-06-22,Streetwear,7033071.56,190,0,191,0
2015-06-23,Casual,110085.83,7,0,7,0
2015-06-23,GenZ,121756.68000000001,11,0,11,0
2015-06-23,Outdoor,976990.41,81,0,108,0
2015-06-23,Streetwear,6805782.44,221,0,223,0
2015-06-24,Casual,64125.64,6,0,6,0
2015-06-24,GenZ,88191.38,16,0,16,0
2015-06-24,Outdoor,710625.4,56,0,81,0
2015-06-24,Streetwear,7243752.06,214,0,215,0
2015-06-25,Casual,46895.6,4,0,4,0
2015-06-25,GenZ,97422.75,12,0,12,0
2015-06-25,Outdoor,578971.82,53,0,68,0
2015-06-25,Streetwear,5672127.64,177,0,178,0
2015-06-26,Casual,8152.92,1,0,1,0
2015-06-26,GenZ,54675.31,10,0,10,0
2015-06-26,Outdoor,593866.98,59,0,76,0
2015-06-26,Streetwear,5134793.06,171,0,173,0
2015-06-27,Casual,137615.19,9,0,9,0
2015-06-27,GenZ,82553.89,15,0,15,0
2015-06-27,Outdoor,724168.5599999999,74,0,98,0
2015-06-27,Streetwear,4963564.13,170,0,173,0
2015-06-28,Casual,47593.25,5,0,5,0
2015-06-28,GenZ,80379.64,14,0,14,0
2015-06-28,Outdoor,950455.24,87,0,121,0
2015-06-28,Streetwear,5969682.68,216,0,221,0
2015-06-29,Casual,184059.35,12,0,12,0
2015-06-29,GenZ,247662.62,38,0,38,0
2015-06-29,Outdoor,1608793.65,161,0,208,0
2015-06-29,Streetwear,8225810.85,319,0,322,0
2015-06-30,Casual,160333.57,11,0,11,0
2015-06-30,GenZ,228428.33,29,0,30,0
2015-06-30,Outdoor,1680984.24,167,0,226,0
2015-06-30,Streetwear,8884981.28,349,0,354,0
2015-07-01,Casual,131962.75,10,0,10,0
2015-07-01,GenZ,208304.83,24,0,24,0
2015-07-01,Outdoor,1637993.64,159,0,218,0
2015-07-01,Streetwear,7525692.82,266,0,274,0
2015-07-02,Casual,157121.98,8,0,8,0
2015-07-02,GenZ,180914.36,20,0,20,0
2015-07-02,Outdoor,1021302.38,109,0,141,0
2015-07-02,Streetwear,7193388.97,252,0,253,0
2015-07-03,Casual,57728.53999999999,3,0,3,0
2015-07-03,GenZ,100062.41,17,0,17,0
2015-07-03,Outdoor,860564.72,82,0,112,0
2015-07-03,Streetwear,5029563.39,174,0,179,0
2015-07-04,Casual,41771.6,2,0,2,0
2015-07-04,GenZ,17408.12,2,0,2,0
2015-07-04,Outdoor,129991.24,7,0,9,0
2015-07-04,Streetwear,995148.47,31,0,31,0
2015-07-05,Casual,43241.47,2,0,2,0
2015-07-05,GenZ,80141.11,9,0,9,0
2015-07-05,Outdoor,282895.75,24,0,31,0
2015-07-05,Streetwear,2559868.26,79,0,80,0
2015-07-06,Casual,31395.65,2,0,2,0
2015-07-06,GenZ,44109.65,9,0,9,0
2015-07-06,Outdoor,174558.99,21,0,28,0
2015-07-06,Streetwear,2240835.28,90,0,91,0
2015-07-07,Casual,61142.23,4,0,4,0
2015-07-07,GenZ,37758.0,4,0,4,0
2015-07-07,Outdoor,349371.0,38,0,49,0
2015-07-07,Streetwear,3736735.09,115,0,117,0
2015-07-08,Casual,61599.85,3,0,3,0
2015-07-08,GenZ,36603.7,3,0,3,0
2015-07-08,Outdoor,524615.88,46,0,59,0
2015-07-08,Streetwear,3710627.43,140,0,141,0
2015-07-09,Casual,77684.69,3,0,3,0
2015-07-09,GenZ,94635.33,9,0,9,0
2015-07-09,Outdoor,586802.31,47,0,68,0
2015-07-09,Streetwear,5252287.13,165,0,167,0
2015-07-10,Casual,50664.7,4,0,4,0
2015-07-10,GenZ,31717.159999999996,5,0,5,0
2015-07-10,Outdoor,361143.02,40,0,48,0
2015-07-10,Streetwear,3493019.35,116,0,119,0
2015-07-11,Casual,67887.81,4,0,4,0
2015-07-11,GenZ,26012.27,3,0,3,0
2015-07-11,Outdoor,456903.25,43,0,58,0
2015-07-11,Streetwear,3414463.54,119,0,121,0
2015-07-12,Casual,62727.48,7,0,7,0
2015-07-12,GenZ,91302.06,11,0,11,0
2015-07-12,Outdoor,412735.4,47,0,62,0
2015-07-12,Streetwear,3877268.89,130,0,131,0
2015-07-13,Casual,87876.26000000001,4,0,4,0
2015-07-13,GenZ,95538.22,10,0,10,0
2015-07-13,Outdoor,527414.84,52,0,72,0
2015-07-13,Streetwear,3297289.7,123,0,125,0
2015-07-14,Casual,63046.04,6,0,6,0
2015-07-14,GenZ,213210.23,24,0,25,0
2015-07-14,Outdoor,515385.34,54,0,75,0
2015-07-14,Streetwear,3750020.81,131,0,133,0
2015-07-15,Casual,73471.25,4,0,4,0
2015-07-15,GenZ,97724.77,16,0,16,0
2015-07-15,Outdoor,627140.09,60,0,75,0
2015-07-15,Streetwear,5397192.63,187,0,189,0
2015-07-16,Casual,37832.81,4,0,4,0
2015-07-16,GenZ,147956.07,17,0,17,0
2015-07-16,Outdoor,456963.0,46,0,64,0
2015-07-16,Streetwear,4708961.57,177,0,177,0
2015-07-17,Casual,11527.04,1,0,1,0
2015-07-17,GenZ,108790.68,15,0,15,0
2015-07-17,Outdoor,417551.1,40,0,50,0
2015-07-17,Streetwear,3415596.58,122,0,124,0
2015-07-18,Casual,112990.12,5,0,5,0
2015-07-18,GenZ,71158.45,11,0,11,0
2015-07-18,Outdoor,323598.24,33,0,44,0
2015-07-18,Streetwear,3844997.13,131,0,134,0
2015-07-19,Casual,59078.99,3,0,3,0
2015-07-19,GenZ,98554.31,12,0,12,0
2015-07-19,Outdoor,454241.79,39,0,49,0
2015-07-19,Streetwear,4122182.21,146,0,147,0
2015-07-20,Casual,101135.92000000001,4,0,4,0
2015-07-20,GenZ,187095.91,15,0,15,0
2015-07-20,Outdoor,479939.57,50,0,64,0
2015-07-20,Streetwear,3825260.12,132,0,133,0
2015-07-21,Casual,99151.97,6,0,6,0
2015-07-21,GenZ,184737.73,19,0,19,0
2015-07-21,Outdoor,663699.61,45,0,64,0
2015-07-21,Streetwear,5258021.29,168,0,170,0
2015-07-22,Casual,248744.77000000002,11,0,11,0
2015-07-22,GenZ,212326.46,23,0,23,0
2015-07-22,Outdoor,814032.87,60,0,81,0
2015-07-22,Streetwear,5728211.32,168,0,169,0
2015-07-23,Casual,173181.52,9,0,9,0
2015-07-23,GenZ,96841.78,14,0,14,0
2015-07-23,Outdoor,538877.41,53,0,72,0
2015-07-23,Streetwear,5432679.13,165,0,166,0
