date,total_orders,unique_buyers,Revenue,sessions,visitors,AOV
2015-02-16,219,217,4817928.66,17693,12413,21999.67424657534
2015-02-17,142,142,4293160.67,16802,12521,30233.52584507042
2015-02-18,135,134,3209407.04,16725,12085,23773.38548148148
2015-02-19,153,152,3793775.02,16363,12198,24795.91516339869
2015-02-20,176,176,4760336.65,18730,15092,27047.367329545457
2015-02-21,198,195,4368539.08,15952,11280,22063.32868686869
2015-02-22,224,221,5784606.22,16431,13211,25824.134910714285
2015-02-23,275,273,7360399.98,14463,11021,26765.090836363637
2015-02-24,212,211,5473140.47,17173,13667,25816.70033018868
2015-02-25,375,373,8502202.85,14450,11692,22672.540933333334
2015-02-26,257,255,6528340.52,18508,15057,25402.103190661477
2015-02-27,196,194,4695415.58,14926,11229,23956.20193877551
2015-02-28,159,158,3896812.17,15722,11744,24508.252641509433
2015-03-01,201,201,4612623.19,21480,17584,22948.374079601992
2015-03-02,44,43,1204115.66,22178,17801,27366.265
2015-03-03,88,88,2971078.12,23311,16676,33762.251363636366
2015-03-04,114,112,3275231.73,20723,16144,28730.102894736843
2015-03-05,130,128,3623778.02,24841,19625,27875.21553846154
2015-03-06,113,113,4126698.63,23903,18195,36519.45690265486
2015-03-07,122,120,3652751.16,20579,16101,29940.583278688526
2015-03-08,124,122,3679065.16,23101,16215,29669.880322580648
2015-03-09,171,168,4520902.2,23240,17341,26438.02456140351
2015-03-10,167,165,5042080.93,23566,17258,30192.101377245508
2015-03-11,240,236,6098020.8,22870,16676,25408.42
2015-03-12,184,182,4869770.72,28148,22855,26466.145217391302
2015-03-13,135,135,3474969.89,21363,15687,25740.517703703703
2015-03-14,172,170,4711284.42,22276,17876,27391.188488372092
2015-03-15,198,197,5040735.75,22351,15744,25458.261363636364
2015-03-16,212,210,5602879.7,24269,19775,26428.67783018868
2015-03-17,238,236,5692241.74,21379,16480,23916.982100840338
2015-03-18,274,274,6793794.72,18253,14079,24794.871240875913
2015-03-19,236,235,6012381.06,23852,18973,25476.19093220339
2015-03-20,208,204,4887915.96,19678,15237,23499.59596153846
2015-03-21,199,197,4566270.71,26207,20418,22946.083969849245
2015-03-22,222,220,5271032.0,21331,16844,23743.38738738739
2015-03-23,222,222,5172623.98,21839,15483,23300.10801801802
2015-03-24,280,277,6187718.83,23120,18841,22098.995821428573
2015-03-25,314,313,6763449.95,22944,18479,21539.649522292995
2015-03-26,307,305,6983791.47,27836,19713,22748.50641693811
2015-03-27,231,229,5007891.27,23381,18490,21679.182987012984
2015-03-28,253,252,5941997.22,23832,18925,23486.155019762846
2015-03-29,269,268,6087900.7,24705,19907,22631.601115241636
2015-03-30,613,605,14251354.04,21988,15721,23248.538401305057
2015-03-31,624,616,14813965.34,23712,17041,23740.32907051282
2015-04-01,627,618,13697879.88,29410,23296,21846.69837320574
2015-04-02,497,493,11638587.41,30456,22808,23417.680905432597
2015-04-03,455,448,10239965.04,31142,23705,22505.41767032967
2015-04-04,147,147,4214414.51,27051,22178,28669.48646258503
2015-04-05,189,188,4549233.48,34818,26213,24070.018412698417
2015-04-06,227,225,5947351.85,32488,25628,26199.787885462552
2015-04-07,272,269,6969771.13,37841,28534,25624.15856617647
2015-04-08,268,265,6923568.08,31407,23603,25834.209253731344
2015-04-09,211,209,5334934.77,33264,25339,25284.051042654028
2015-04-10,236,232,5286341.9,31701,23905,22399.753813559324
2015-04-11,304,300,7223512.23,32699,24505,23761.553388157896
2015-04-12,292,290,6941143.47,33695,23984,23771.03928082192
2015-04-13,332,329,8008850.6,32788,25880,24123.043975903613
2015-04-14,443,440,9764966.49,31794,25698,22042.81374717833
2015-04-15,341,340,8464241.45,30748,23319,24821.822434017595
2015-04-16,266,265,6025485.77,30162,22150,22652.202142857142
2015-04-17,254,254,6481493.13,34071,26707,25517.689488188975
2015-04-18,261,258,7432727.07,34778,24920,28477.881494252873
2015-04-19,264,263,6854069.17,34164,25611,25962.38321969697
2015-04-20,352,350,8942873.22,33331,27313,25405.889829545456
2015-04-21,429,423,11246554.8,29124,22796,26215.745454545457
2015-04-22,370,368,9099886.14,28703,20207,24594.286864864865
2015-04-23,291,287,7548994.85,33494,26912,25941.563058419244
2015-04-24,281,280,6578500.68,31753,22949,23411.034448398575
2015-04-25,381,379,9981817.81,36571,26976,26198.99687664042
2015-04-26,352,349,8486257.42,30907,23892,24108.685852272727
2015-04-27,431,425,11233528.64,34074,24139,26063.871554524365
2015-04-28,555,553,14371525.01,31168,23641,25894.63965765766
2015-04-29,628,622,15294818.22,35794,25274,24354.80608280255
2015-04-30,546,539,14911130.64,28994,22062,27309.76307692308
2015-05-01,469,464,11462217.29,30846,24315,24439.695714285714
2015-05-02,360,358,8951414.69,33476,26822,24865.040805555553
2015-05-03,315,314,7902349.85,24534,20051,25086.82492063492
2015-05-04,132,131,4063632.19,29719,20848,30785.092348484846
2015-05-05,175,174,4993358.48,28430,20543,28533.47702857143
2015-05-06,201,201,5912157.02,27853,20910,29413.716517412933
2015-05-07,212,212,6417545.13,24031,17827,30271.43929245283
2015-05-08,171,171,4654167.53,29160,23034,27217.35397660819
2015-05-09,160,160,4178643.57,31489,23349,26116.522312499997
2015-05-10,210,209,5135747.06,28854,20819,24455.93838095238
2015-05-11,241,239,6740124.2,30303,21569,27967.32033195021
2015-05-12,268,265,6877097.83,29164,20797,25660.812798507464
2015-05-13,314,311,8472230.27,28695,22220,26981.625063694268
2015-05-14,310,307,8373161.73,24060,17186,27010.19912903226
2015-05-15,246,245,6454103.0,27784,22574,26236.191056910568
2015-05-16,246,244,6409003.84,25165,19778,26052.86113821138
2015-05-17,254,254,6593507.34,32410,24265,25958.69031496063
2015-05-18,289,286,7049312.68,26179,20898,24392.085397923875
2015-05-19,340,332,8167385.27,29063,21602,24021.72138235294
2015-05-20,429,424,10886447.11,30494,24191,25376.33358974359
2015-05-21,357,354,9585349.34,29062,20606,26849.718039215684
2015-05-22,273,272,6849849.55,27267,20288,25091.023992673992
2015-05-23,242,242,5769728.11,30173,23985,23841.851694214878
2015-05-24,289,286,7759286.87,27244,19433,26848.74349480969
2015-05-25,257,253,6648911.62,29094,21740,25871.251439688716
2015-05-26,288,285,7250067.07,27670,21242,25173.843993055558
2015-05-27,426,421,11264269.11,26401,20469,26441.946267605632
2015-05-28,390,385,10886440.76,27850,20116,27913.950666666668
2015-05-29,302,300,7443400.33,34451,27090,24647.0209602649
2015-05-30,581,573,14386454.27,30967,24404,24761.539191049913
2015-05-31,526,523,12847323.1,27874,21527,24424.568631178707
2015-06-01,485,479,12707400.56,29318,22266,26200.825896907216
2015-06-02,448,436,10370270.22,30701,24975,23147.924598214286
2015-06-03,499,492,12915899.82,32446,23589,25883.566773547096
2015-06-04,142,142,4389371.3,28794,21415,30911.065492957747
2015-06-05,158,158,4689415.18,28463,19935,29679.842911392403
2015-06-06,155,152,4504545.31,34892,28589,29061.58264516129
2015-06-07,163,161,4737477.49,32243,25956,29064.279079754604
2015-06-08,199,196,5997977.12,32199,25978,30140.58854271357
2015-06-09,260,260,7149148.38,27727,19941,27496.724538461538
2015-06-10,245,244,7033422.25,31622,24009,28707.845918367348
2015-06-11,177,177,5174085.58,32332,23402,29232.121920903955
2015-06-12,218,218,6351066.12,24605,19576,29133.330825688074
2015-06-13,205,204,5087923.97,31158,23057,24819.14131707317
2015-06-14,240,240,7257781.25,29214,21013,30240.755208333332
2015-06-15,270,268,7185781.7,32287,25912,26614.0062962963
2015-06-16,311,308,7904688.49,26776,19786,25417.004790996787
2015-06-17,300,297,8476249.0,35371,28846,28254.163333333334
2015-06-18,220,220,6561476.72,30266,22102,29824.89418181818
2015-06-19,206,203,5300940.37,35795,27659,25732.720242718446
2015-06-20,218,218,5709630.01,29012,20477,26190.963348623853
2015-06-21,228,227,5755437.59,34568,26635,25243.147324561403
2015-06-22,269,268,8091120.75,30368,24526,30078.515799256507
2015-06-23,318,318,8014615.36,34822,25528,25203.192955974842
2015-06-24,290,290,8106694.48,27399,19217,27954.118896551725
2015-06-25,247,246,6395417.81,31624,25240,25892.379797570848
2015-06-26,243,241,5791488.27,30769,22895,23833.285061728395
2015-06-27,267,266,5907901.77,29801,24190,22126.97292134831
2015-06-28,324,321,7048110.81,24381,17220,21753.428425925926
2015-06-29,525,523,10266326.47,34732,24375,19554.90756190476
2015-06-30,557,551,10954727.42,33102,24296,19667.374183123877
2015-07-01,458,450,9503954.04,20602,16457,20750.99135371179
2015-07-02,386,382,8552727.69,27231,22131,22157.325621761658
2015-07-03,274,271,6047919.06,24958,18340,22072.697299270072
2015-07-04,42,42,1184319.43,24138,19174,28198.081666666665
2015-07-05,115,114,2966146.59,26737,19679,25792.57904347826
2015-07-06,122,121,2490899.57,26606,19213,20417.209590163933
2015-07-07,161,161,4185006.32,26622,20411,25993.82807453416
2015-07-08,192,191,4333446.86,22401,17945,22570.03572916667
2015-07-09,227,224,6011409.46,22941,16968,26481.98
2015-07-10,164,163,3936544.23,20649,15288,24003.318475609754
2015-07-11,168,168,3965266.87,26986,19812,23602.77898809524
2015-07-12,194,193,4444033.83,23368,16615,22907.39087628866
2015-07-13,188,188,4008119.02,24986,19531,21319.782021276595
2015-07-14,215,212,4541662.42,25268,19699,21124.01125581395
2015-07-15,269,266,6195528.74,28980,22939,23031.70535315985
2015-07-16,245,244,5351713.45,25987,18625,21843.72836734694
2015-07-17,178,178,3953465.4,23621,17228,22210.4797752809
2015-07-18,182,179,4352743.94,22256,17049,23916.175494505496
2015-07-19,200,200,4734057.3,25777,19987,23670.2865
2015-07-20,201,201,4593431.52,21426,15804,22852.893134328355
2015-07-21,240,238,6205610.6,26411,20585,25856.71083333333
2015-07-22,262,260,7003315.42,25454,20168,26730.211526717558
2015-07-23,241,241,6241579.84,25169,19631,25898.67153526971
2015-07-24,183,180,4815209.73,27430,19435,26312.62147540984
2015-07-25,173,173,4869837.46,26582,18972,28149.349479768785
2015-07-26,191,190,5323996.74,25938,19698,27874.328481675395
2015-07-27,207,207,5603376.79,24503,19723,27069.45309178744
2015-07-28,281,279,6826651.55,24684,17484,24294.133629893237
2015-07-29,367,363,9470985.24,23935,17376,25806.499291553133
2015-07-30,471,468,10296776.67,28283,19983,21861.521592356687
2015-07-31,419,417,8227312.7,27777,21301,19635.591169451076
2015-08-01,403,399,7969399.16,25416,19592,19775.184019851116
2015-08-02,357,356,5808782.79,25347,18517,16271.100252100841
2015-08-03,298,297,4720575.96,28461,21974,15840.858926174496
2015-08-04,181,180,2658117.34,26191,21319,14685.731160220994
2015-08-05,180,179,2978173.12,29226,21369,16545.406222222224
2015-08-06,148,147,2558707.18,24693,18406,17288.562027027026
2015-08-07,115,113,1981109.04,26800,19332,17227.035130434782
2015-08-08,106,106,1709563.14,26294,19881,16127.954150943395
2015-08-09,122,121,2122689.02,23894,18799,17399.090327868853
2015-08-10,144,141,2341717.61,28341,21424,16261.927847222221
2015-08-11,164,163,2434219.28,25098,17651,14842.800487804876
2015-08-12,260,259,3555473.95,27210,19954,13674.899807692309
2015-08-13,191,187,2921138.79,23810,16914,15293.920366492146
2015-08-14,160,160,2842163.51,27482,20412,17763.521937499998
2015-08-15,169,168,2655077.08,24803,20079,15710.51526627219
2015-08-16,186,186,2851597.29,30678,21654,15331.168225806452
2015-08-17,177,176,2804909.03,25286,18149,15846.943672316384
2015-08-18,234,231,3797369.86,26259,18641,16228.076324786325
2015-08-19,269,269,3996506.07,28515,20565,14856.899888475837
2015-08-20,231,227,3542649.14,26047,19340,15336.143463203463
2015-08-21,172,171,2826694.43,27624,20884,16434.269941860464
2015-08-22,150,150,2330134.4,28267,20186,15534.229333333333
2015-08-23,201,201,2980880.01,26494,18687,14830.248805970148
2015-08-24,199,197,2905862.72,26670,19153,14602.325226130653
2015-08-25,227,226,3470416.25,29244,22860,15288.177312775331
2015-08-26,267,267,4027164.09,24536,18480,15083.011573033707
2015-08-27,245,241,3564052.29,26269,19468,14547.152204081633
2015-08-28,599,586,8506950.72,26954,19364,14201.921068447413
2015-08-29,541,532,7794439.44,28818,22955,14407.466617375232
2015-08-30,512,510,7344062.69,27508,20195,14343.87244140625
2015-08-31,509,503,7854391.23,27293,19240,15431.024027504913
2015-09-01,446,437,6760812.85,17480,13262,15158.773206278027
2015-09-02,99,98,2200298.26,20702,16666,22225.23494949495
2015-09-03,123,122,2827263.54,19328,13739,22985.88243902439
2015-09-04,125,125,3174821.93,21904,15874,25398.57544
2015-09-05,178,177,4060108.04,19156,14479,22809.595730337078
2015-09-06,227,226,5806076.99,19448,15772,25577.43167400881
2015-09-07,236,236,5427754.58,17684,14118,22998.960084745762
2015-09-08,177,177,4280040.71,19746,13838,24181.020960451977
2015-09-09,178,177,3647303.9,18587,13758,20490.471348314608
2015-09-10,176,174,3721441.58,17610,13778,21144.554431818182
2015-09-11,229,225,5440903.55,18890,15028,23759.404148471614
2015-09-12,239,238,4950740.04,15341,11807,20714.39347280335
2015-09-13,259,257,6063850.75,20180,15018,23412.551158301158
2015-09-14,245,243,5951627.11,19576,14212,24292.35555102041
2015-09-15,191,189,4289955.17,22012,16729,22460.49827225131
2015-09-16,208,206,4578098.38,19650,14065,22010.088365384614
2015-09-17,197,195,4322042.75,20086,14356,21939.303299492385
2015-09-18,208,207,4626830.39,17602,13602,22244.376874999998
2015-09-19,233,231,4866373.41,20896,15411,20885.722789699572
2015-09-20,271,270,5970375.19,18429,13587,22030.9047601476
2015-09-21,229,228,5429549.96,19819,16050,23709.825152838428
2015-09-22,182,181,3989413.65,19877,16252,21919.85521978022
2015-09-23,195,194,4492195.74,17652,13079,23036.901230769232
2015-09-24,215,211,4990183.49,20962,15512,23210.155767441862
2015-09-25,246,243,5455949.84,19659,15631,22178.657886178862
2015-09-26,310,309,6622087.86,21009,17168,21361.573741935485
2015-09-27,466,465,9527329.68,21844,16369,20444.91347639485
2015-09-28,376,373,8161672.8,18337,14106,21706.576595744682
2015-09-29,343,341,7149980.42,19122,13426,20845.423965014576
2015-09-30,284,281,6245594.21,17523,13440,21991.528908450706
2015-10-01,230,228,5328206.77,15491,12315,23166.116391304346
2015-10-02,92,92,2171539.56,15982,11755,23603.690869565216
2015-10-03,124,124,4071748.88,15008,11370,32836.68451612903
2015-10-04,141,141,3492367.73,16759,12375,24768.565460992908
2015-10-05,180,180,4507541.9,14395,11749,25041.899444444447
2015-10-06,153,153,4188998.54,15319,11322,27379.075424836603
2015-10-07,129,128,3426493.43,15755,12150,26561.96457364341
2015-10-08,118,117,3233949.18,16564,12299,27406.348983050848
2015-10-09,125,124,3267999.74,16177,12022,26143.99792
2015-10-10,123,123,3378102.79,13914,10751,27464.25032520325
2015-10-11,130,128,3286486.34,15458,11617,25280.66415384615
2015-10-12,165,163,4956524.37,13664,10610,30039.541636363636
2015-10-13,207,206,5498991.17,15985,11660,26565.174734299515
2015-10-14,118,117,3411355.27,16989,12008,28909.790423728813
2015-10-15,157,155,3768908.71,16071,11596,24005.78796178344
2015-10-16,157,156,3821540.36,14652,10534,24341.021401273883
2015-10-17,156,152,3662021.88,17243,12612,23474.49923076923
2015-10-18,163,162,4235369.07,16988,13378,25983.859325153375
2015-10-19,234,233,6150586.07,14648,10830,26284.555854700855
2015-10-20,213,210,5151254.9,15301,12493,24184.29530516432
2015-10-21,148,147,3861128.76,15121,11856,26088.707837837836
2015-10-22,138,138,3503062.58,15219,10773,25384.511449275364
2015-10-23,152,151,4220053.16,16428,11814,27763.50763157895
2015-10-24,151,151,3836294.44,15087,11501,25405.92344370861
2015-10-25,174,174,4371735.18,17383,13762,25124.914827586206
2015-10-26,246,244,5670407.54,17645,14292,23050.437154471543
2015-10-27,208,207,5227347.01,14318,11717,25131.476009615384
2015-10-28,328,317,7029977.95,15923,11322,21432.859603658537
2015-10-29,286,286,7420192.54,14579,11450,25944.72916083916
2015-10-30,269,266,7246849.63,16283,12617,26939.961449814127
2015-10-31,226,223,5833943.99,16765,12368,25813.91146017699
2015-11-01,240,234,5794071.48,12648,10110,24141.964500000002
2015-11-02,92,91,2770297.66,12291,9842,30111.931086956523
2015-11-03,82,81,2095237.3,14430,11020,25551.674390243905
2015-11-04,96,96,2658412.16,12298,9471,27691.793333333335
2015-11-05,101,99,2550367.78,13451,9497,25251.16613861386
2015-11-06,111,111,3113759.4,14154,11094,28051.886486486485
2015-11-07,113,113,2523233.52,13272,10281,22329.50017699115
2015-11-08,147,146,4183206.42,12234,9118,28457.186530612245
2015-11-09,138,138,3409517.01,14367,11128,24706.644999999997
2015-11-10,118,118,3237404.66,14088,9978,27435.632711864408
2015-11-11,118,116,2928494.89,13290,10715,24817.753305084745
2015-11-12,144,142,3900732.76,13903,11236,27088.421944444442
2015-11-13,138,137,3144926.75,14681,11365,22789.32427536232
2015-11-14,167,166,4369752.69,14789,10949,26166.183772455093
2015-11-15,194,190,4297274.47,12535,8911,22150.899329896907
2015-11-16,163,163,4316238.63,12803,10408,26479.991595092022
2015-11-17,130,127,3035948.85,11316,8912,23353.452692307692
2015-11-18,132,129,3208924.12,14680,11931,24310.031212121212
2015-11-19,151,148,2934934.24,14557,10588,19436.65059602649
2015-11-20,167,165,3389498.76,13750,10076,20296.399760479042
2015-11-21,126,124,2291920.41,14699,11383,18189.844523809526
2015-11-22,141,139,3070301.17,14679,11250,21775.18560283688
2015-11-23,122,122,2329823.55,11714,8250,19096.914344262295
2015-11-24,109,106,1994420.05,12523,9994,18297.431651376148
2015-11-25,125,125,1994246.64,12747,9371,15953.973119999999
2015-11-26,189,186,3361942.92,12460,9654,17788.057777777776
2015-11-27,345,338,5242225.8,12408,9099,15194.857391304347
2015-11-28,329,323,5114979.4,14692,11241,15547.049848024317
2015-11-29,341,337,5018236.03,14441,11536,14716.234692082113
2015-11-30,269,264,4031497.64,12771,9548,14986.980074349443
2015-12-01,199,197,3221463.05,13668,10021,16188.256532663316
2015-12-02,44,43,953639.35,14048,10903,21673.62159090909
2015-12-03,84,83,1852279.15,15464,11963,22050.942261904762
2015-12-04,102,102,2076429.7,13738,10323,20357.153921568628
2015-12-05,119,115,2287846.3,14548,10998,19225.599159663863
2015-12-06,119,119,2028034.94,13375,10438,17042.310420168065
2015-12-07,155,154,2286683.02,14667,11431,14752.793677419355
2015-12-08,144,141,2785090.6,15215,11241,19340.906944444447
2015-12-09,102,102,1648123.41,16326,12045,16158.072647058823
2015-12-10,124,123,2450848.03,13711,11067,19764.903467741933
2015-12-11,131,131,2027594.98,15391,11318,15477.82427480916
2015-12-12,159,157,2888573.7,15008,11400,18167.130188679246
2015-12-13,191,190,3442735.4,14700,10463,18024.79267015707
2015-12-14,225,218,3272227.86,12967,10202,14543.234933333333
2015-12-15,198,195,3089177.63,16132,13098,15601.907222222222
2015-12-16,174,169,2310884.14,13212,9707,13280.943333333335
2015-12-17,175,174,2671287.02,15145,12005,15264.497257142857
2015-12-18,201,197,2923802.97,14745,11612,14546.283432835822
2015-12-19,222,216,2965218.72,16727,11842,13356.841081081082
2015-12-20,274,269,3613917.61,15075,12232,13189.480328467153
2015-12-21,346,344,5050481.76,15716,12497,14596.768092485549
2015-12-22,263,260,3719442.83,13743,11031,14142.368174904943
2015-12-23,266,262,3656481.63,14154,10824,13746.171541353384
2015-12-24,159,158,2398336.72,14389,11654,15083.878742138366
2015-12-25,216,212,3229207.58,16343,12402,14950.035092592592
2015-12-26,286,282,3645783.09,14081,10396,12747.493321678321
2015-12-27,355,352,5096354.17,16176,13022,14355.92723943662
2015-12-28,562,553,8179976.67,14045,10009,14555.118629893239
2015-12-29,521,511,7760149.23,16001,12904,14894.720211132439
2015-12-30,413,405,5941753.52,15819,12433,14386.81239709443
2015-12-31,402,392,6375571.66,15303,11679,15859.630995024876
2016-01-01,327,322,5846204.33,11641,8712,17878.300703363915
2016-01-02,98,96,2558616.91,10947,8044,26108.335816326533
2016-01-03,101,101,2744446.82,13218,9831,27172.740792079207
2016-01-04,90,89,2387838.0,12375,9643,26531.533333333333
2016-01-05,56,56,1557710.07,11134,8762,27816.25125
2016-01-06,73,73,2337143.16,12757,10309,32015.6597260274
2016-01-07,83,82,2503287.51,11373,8618,30160.09048192771
2016-01-08,97,95,2738103.45,9490,7221,28227.870618556703
2016-01-09,106,106,3026961.32,13256,9596,28556.238867924527
2016-01-10,140,140,4122392.05,13236,9859,29445.657499999998
2016-01-11,121,121,3434076.67,12641,9828,28380.798925619834
2016-01-12,92,92,2627637.47,11876,9485,28561.276847826088
2016-01-13,81,81,2268324.18,10067,8114,28004.002222222225
2016-01-14,115,114,3247398.41,13932,10319,28238.247043478263
2016-01-15,124,122,3532606.36,12653,10155,28488.760967741935
2016-01-16,143,143,3856871.3,11445,8556,26971.12797202797
2016-01-17,158,157,4229318.34,10008,7752,26767.837594936707
2016-01-18,130,130,4105149.52,11770,9405,31578.07323076923
2016-01-19,116,116,2818234.03,10942,8319,24295.12094827586
2016-01-20,110,108,2842888.66,12385,10034,25844.442363636364
2016-01-21,136,135,3981191.66,11496,8327,29273.468088235295
2016-01-22,133,132,3322730.4,12866,9035,24982.935338345866
2016-01-23,146,145,3998813.29,12386,9914,27389.132123287673
2016-01-24,175,174,4734624.57,12224,8763,27054.997542857145
2016-01-25,166,166,5007306.32,11670,8461,30164.49590361446
2016-01-26,137,136,3544741.3,13357,9544,25874.02408759124
2016-01-27,146,145,4728554.45,10112,7300,32387.359246575343
2016-01-28,255,250,6717660.92,14033,10718,26343.76831372549
2016-01-29,203,203,5013253.01,10947,8155,24695.82763546798
2016-01-30,249,246,6920879.78,12513,9653,27794.69791164659
2016-01-31,256,248,6449751.32,11419,8209,25194.34109375
2016-02-01,201,199,5200767.32,17175,13626,25874.464278606967
2016-02-02,84,83,2966994.87,16623,12204,35321.3675
2016-02-03,79,78,2273911.2,19714,15698,28783.68607594937
2016-02-04,93,93,2819439.59,16103,12176,30316.554731182794
2016-02-05,128,126,3680939.41,15709,11623,28757.339140625
2016-02-06,157,155,4735761.79,16126,12565,30164.087834394904
2016-02-07,171,169,4032333.88,18608,13602,23580.899883040936
2016-02-08,153,150,3848593.44,18097,13313,25154.205490196076
2016-02-09,125,123,3979641.11,17145,12244,31837.12888
2016-02-10,123,122,3448601.24,19010,14622,28037.408455284556
2016-02-11,121,121,3717348.88,20506,16732,30721.89157024793
2016-02-12,146,144,4035900.93,18330,14596,27643.157054794523
2016-02-13,169,167,4701818.64,18473,14163,27821.412071005914
2016-02-14,195,194,4925684.12,19163,14357,25259.918564102565
2016-02-15,161,160,4588032.77,18698,13210,28497.097950310555
2016-02-16,144,143,3941056.12,15627,11931,27368.445277777777
2016-02-17,126,126,2962078.99,17990,14392,23508.563412698415
2016-02-18,156,153,4009498.5,20773,14775,25701.91346153846
2016-02-19,150,148,4571419.08,15561,11243,30476.1272
2016-02-20,175,175,5176883.79,18344,13061,29582.193085714287
2016-02-21,193,191,4758472.96,18371,14438,24655.30031088083
2016-02-22,171,171,4721935.01,16624,13434,27613.655029239766
2016-02-23,160,160,4550216.22,19443,15525,28438.851375
2016-02-24,181,181,5790273.07,18131,12967,31990.458950276246
2016-02-25,281,279,7677182.49,17420,12431,27320.93412811388
2016-02-26,258,256,7096236.89,18006,13934,27504.79414728682
2016-02-27,245,243,6837275.28,15907,11168,27907.246040816328
2016-02-28,204,200,5117740.12,18438,14716,25086.96137254902
2016-02-29,153,149,3529083.59,18504,14317,23065.90581699346
2016-03-01,26,26,709982.79,26992,21032,27307.030384615387
2016-03-02,45,45,1479744.0,24782,17548,32883.2
2016-03-03,84,84,2251060.05,27680,22122,26798.333928571425
2016-03-04,81,81,2778579.79,26344,19353,34303.45419753087
2016-03-05,115,115,3472294.22,21768,17084,30193.862782608696
2016-03-06,114,114,3501407.51,23121,17009,30714.10096491228
2016-03-07,148,146,4275566.76,26576,20232,28888.964594594592
2016-03-08,163,162,4693887.34,23750,17459,28796.854846625767
2016-03-09,198,198,5050829.68,30824,25068,25509.240808080805
2016-03-10,246,245,7374516.48,25094,17925,29977.709268292685
2016-03-11,207,204,6281759.31,24168,16941,30346.66333333333
2016-03-12,176,174,4673863.75,24644,18973,26556.044034090908
2016-03-13,165,165,4655322.31,23591,18027,28214.074606060603
2016-03-14,191,190,5214530.57,23186,16474,27301.20717277487
2016-03-15,201,199,5319085.92,26245,21094,26463.114029850745
2016-03-16,233,230,6412758.35,24017,19505,27522.568025751072
2016-03-17,315,310,8569336.81,22714,18358,27204.243841269843
2016-03-18,259,257,6917674.02,24107,18877,26709.166100386097
2016-03-19,206,205,5852909.53,25702,18697,28412.18218446602
2016-03-20,189,186,4759469.17,22946,18176,25182.376560846562
2016-03-21,217,215,5534732.74,25412,19709,25505.68082949309
2016-03-22,242,240,5449314.63,26309,21458,22517.829049586777
2016-03-23,250,249,6046593.49,25486,18934,24186.37396
2016-03-24,347,342,7933448.72,27354,21211,22862.964610951007
2016-03-25,294,293,7008643.3,25460,18987,23838.922789115644
2016-03-26,202,202,5197781.65,19929,14574,25731.592326732676
2016-03-27,245,240,6141114.6,27557,22581,25065.77387755102
2016-03-28,223,223,5291170.65,22971,18817,23727.222645739912
2016-03-29,284,280,7521778.94,24782,19479,26485.137112676057
2016-03-30,604,596,14545392.64,28423,22198,24081.775894039736
2016-03-31,654,647,14231299.73,27301,21181,21760.397140672783
2016-04-01,524,519,12298083.49,35280,26110,23469.624980916033
2016-04-02,547,544,13123488.4,31285,24462,23991.752102376602
2016-04-03,434,429,10576481.39,39853,32209,24369.772788018436
2016-04-04,165,165,4230255.21,31700,22496,25637.910363636365
2016-04-05,186,186,4598444.87,33961,24714,24722.821881720432
2016-04-06,216,216,5873076.02,34563,26040,27190.166759259257
2016-04-07,219,219,5504606.21,32223,24109,25135.18817351598
2016-04-08,159,158,4323869.8,40960,32614,27194.14968553459
2016-04-09,183,182,4537873.44,32292,26311,24797.12262295082
2016-04-10,197,196,4898415.28,29930,22120,24865.052182741118
2016-04-11,247,245,6193751.24,31917,24194,25075.915951417006
2016-04-12,250,249,5962850.28,37526,28901,23851.401120000002
2016-04-13,355,353,8636899.06,38617,28257,24329.293126760564
2016-04-14,303,300,7184576.35,33689,26400,23711.47310231023
2016-04-15,240,239,5910167.4,36113,27136,24625.697500000002
2016-04-16,264,261,7075518.69,32898,24775,26801.20715909091
2016-04-17,308,305,9065525.85,39389,30190,29433.525487012987
2016-04-18,295,294,7930420.94,33200,25788,26882.782847457627
2016-04-19,372,370,9299472.01,25488,19049,24998.580672043012
2016-04-20,455,447,11470503.55,35982,28963,25209.897912087912
2016-04-21,358,357,9681621.65,33532,25443,27043.63589385475
2016-04-22,264,261,6442191.99,35570,25756,24402.242386363636
2016-04-23,292,291,8225755.2,28997,21502,28170.394520547947
2016-04-24,327,325,8005992.5,34414,25043,24483.15749235474
2016-04-25,381,380,11068078.01,31532,22488,29050.073517060366
2016-04-26,462,461,11387120.36,29524,23522,24647.446666666667
2016-04-27,593,586,16379722.53,33081,25297,27621.791787521077
2016-04-28,677,669,17388183.19,34354,25822,25684.17014771049
2016-04-29,655,650,16966030.5,30530,24073,25902.336641221373
2016-04-30,498,496,12874790.56,35212,27908,25852.993092369477
2016-05-01,455,451,11553720.73,34863,28526,25392.792813186814
2016-05-02,310,308,8891959.72,28519,20889,28683.741032258065
2016-05-03,265,263,6609488.85,34982,28060,24941.467358490565
2016-05-04,212,212,6041365.35,35348,28169,28497.006367924525
2016-05-05,221,218,6026491.95,29771,24087,27269.194343891402
2016-05-06,218,215,5884185.84,27614,21353,26991.678165137615
2016-05-07,197,196,5016235.82,39792,30635,25463.12598984772
2016-05-08,192,192,4730903.12,28966,22933,24640.12041666667
2016-05-09,242,240,7307039.01,28369,21061,30194.376074380165
2016-05-10,258,258,6636687.87,31941,25837,25723.59639534884
2016-05-11,322,321,8452886.26,29147,20594,26251.19956521739
